kegg_id,drug_name,drug_name_jp,drug_name_0_jp
D05389,Pegnartograstim (USAN/INN),,ペグナルトグラスチム
D05390,Pegorgotein (USAN/INN); Dismutec (TN),,ペゴルゴテイン
D05391,Pegoterate (USAN/INN),,ペゴテラート
D05392,Pegoxel 7 stearate (USAN),,ペゴキセル7ステアラート
D05393,Pegsunercept (USAN),,ペグスネルセプト
D05394,Pegvisomant (USAN/INN); Pegvisomant (genetical recombination) (JAN); Somavert (TN),ソマバート,ペグビソマント
D05395,Pelanserin hydrochloride (USAN),,ペランセリン塩酸塩
D05396,Peldesine (USAN),,ペルデシン
D05397,Peliglitazar (USAN),,ペリグリタザル
D05398,Peliomycin (USAN/INN),,ペリオマイシン
D05399,Pelitinib (USAN/INN),,ペリチニブ
D05400,Pelitrexol (USAN/INN),,ペリトレキソール
D05401,Octocog alfa (INN); Octocog alfa (genetical recombination) (JAN); Factor VIII (rDNA); Kogenate FS (TN),,オクトコグアルファ
D05402,Pelretin (USAN/INN),,ペルレチン
D05403,Pelrinone hydrochloride (USAN),,ペルリノン塩酸塩
D05404,Pemedolac (USAN/INN),,ペメドラク
D05405,Pemerid nitrate (USAN),,硝酸ペメリド
D05406,Penamecillin (USAN/INN),,ペナメシリン
D05407,Penciclovir (USAN/INN); Denavir (TN),,ペンシクロビル
D05408,Penicillin G sodium (USP); Benzylpenicillin sodium; Penicillin G sodium (TN),,ペニシリンGナトリウム
D05409,Rurioctocog alfa (genetical recombination) (JAN); Advate (TN),アドベイト,ルリオクトコグアルファ
D05410,Pamiteplase (INN); Pamiteplase (genetical recombination) (JAN); Solinase (TN),,パミテプラーゼ
D05411,Penicillin V (USP); Phenoxymethylpenicillin (INN); V-Cillin (TN),,ペニシリンV
D05412,Monteplase (INN); Monteplase (genetical recombination) (JAN); Cleactor (TN),クリアクター,モンテプラーゼ
D05413,Penicillin V hydrabamine (USP),,ペニシリンVヒドラバミン
D05414,Pentabamate (USAN/INN),,ペンタバマート
D05416,Pentamorphone (USAN/INN),,ペンタモルホン
D05417,Pentamustine (USAN); Neptamustine (INN); Salisburystin (TN),,ペンタムスチン
D05418,Pentapiperium methylsulfate (USAN); Pentapiperium metilsulfate (INN),,メチル硫酸ペンタピペリウム
D05419,Pentetate calcium trisodium (JAN/USAN); Calcium trisodium pentetate (INN); Pentetate calcium trisodium (TN),ジトリペンタートカル,ペンテト酸カルシウム三ナトリウム
D05420,Pentetate calcium trisodium Yb 169 (USAN),,ペンテタートカルシウム三ナトリウム
D05421,Pentetate indium disodium In 111 (USAN); Indium DTPA In 111 (TN),,ペンテタートインジウム二ナトリウム
D05422,Pentetic acid (USP/INN),,ペンテト酸
D05423,Pentigetide (USAN/INN); Pentyde (TN),,ペンチゲチド
D05424,Human serum albumin (genetical recombination) (JAN); Human serum albumin; Albumin (TN),アルブミナー,人血清アルブミン
D05425,Pentisomicin (USAN/INN),,ペンチソミシン
D05426,Pentizidone sodium (USAN); Pentizidone sodium hydrate,,ペンチジドンナトリウム水和物
D05427,Pentomone (USAN/INN),,ペントモン
D05428,Pentosan polysulfate sodium (USAN/INN); Elmiron (TN),,ペントサン多硫酸ナトリウム
D05429,Aminophylline hydrate (JP18),アプニション,アミノフィリン水和物
D05430,Pentrinitrol (USAN); Petrin (TN),,ペントリニトロール
D05431,Mentha herb (JP18); Peppermint (NF); Peppermint (TN),ハッカ,ハッカ
D05432,Peppermint oil (NF),,ペパーミント油
D05433,Peppermint spirit (USP),,ペパーミント酒精
D05434,Peppermint water (NF),,ペパーミント水
D05436,Perflenapent (USAN/INN); Dodecafluoropentane; Perfluoropentane,,ペルフレナペント
D05437,Perflexane (USAN/INN),,ペルフレキサン
D05438,Perflisopent (USAN/INN),,ペルフリソペント
D05439,Perflubron (USP/INN); Imagent (TN),,ペルフルブロン
D05440,Perflubutane (JAN/USAN/INN); Sonazoid (TN),ソナゾイド,ペルフルブタン
D05441,Perfosfamide (USAN/INN); Pergamid (TN),,ペルホスファミド
D05442,Perhexiline maleate (USAN),,マレイン酸ペルヘキシリン
D05443,Permethrin (USAN/INN); Elimite (TN),,ペルメトリン
D05444,Pertussis immune globulin (USP),,百日せき免疫グロブリン
D05445,Adsorbed purified pertussis vaccine (JP18),,沈降精製百日せきワクチン
D05446,Pertuzumab (USAN/INN); Pertuzumab (genetical recombination) (JAN); Perjeta (TN),パージェタ,ペルツズマブ
D05447,Perzinfotel (USAN/INN),,ペルジンフォテル
D05448,Pexiganan acetate (USAN); Cytolex (TN),,酢酸ペキシガナン
D05450,Phenazopyridine hydrochloride (USP),,塩酸フェナゾピリジン
D05451,Phenbutazone sodium glycerate (USAN),,フェンブタゾンナトリウムグリセラート
D05452,Phencarbamide (USAN); Fencarbamide (INN); Escorpal (TN),,フェンカルバミド
D05453,Phencyclidine hydrochloride (USAN); PCP,,フェンシクリジン塩酸塩
D05454,Phenmetrazine hydrochloride (USP); Preludin (TN),,塩酸フェンメトラジン
D05455,Phenolate sodium (USAN),,フェノラートナトリウム
D05456,Phenolphthalein (INN); Modane (TN),,フェノールフタレイン
D05457,Phenprocoumon (USAN/INN); Liquamar (TN),,フェンプロクモン
D05458,Phentermine (USAN/INN),,フェンテルミン
D05459,Phentermine hydrochloride (USP); Adipex-p (TN); Fastin (TN),,フェンテルミン塩酸塩
D05460,Phenyl aminosalicylate (USAN); Fenamisal (INN); Pheny-Pas-Tebamin (TN),,アミノサリチル酸フェニル
D05461,Enoxacin hydrate (JP18),,エノキサシン水和物
D05462,Oxycodone hydrochloride hydrate (JP18),オキシコドン,オキシコドン塩酸塩水和物
D05463,Calcium gluconate hydrate (JP18); Calcicol (TN),カルチコール,グルコン酸カルシウム水和物
D05464,Phenylmercuric acetate (NF),,酢酸フェニル水銀
D05465,Phenylmercuric nitrate (NF); Phenmerzyl nitrate (TN),,硝酸フェニル水銀
D05466,Phenylpropanolamine polistirex (USAN),,フェニルプロパノールアミンポリスチレクス
D05467,Phosphoric acid (NF),,リン酸
D05468,Phthalofyne (USAN); Ftalofyne (INN),,フタロフィン
D05469,Phytate persodium (USAN),,フィチン酸十二ナトリウム
D05470,Phytate sodium (USAN); Rencal (TN),,フィチン酸ナトリウム
D05471,Piboserod hydrochloride (USAN),,塩酸ピボセロド
D05472,Pibrozelesin hydrobromide (USAN),,臭化水素酸ピブロゼレシン
D05473,Picenadol hydrochloride (USAN),,ピセナドール塩酸塩
D05474,Piclamilast (USAN/INN),,ピクラミラスト
D05475,Picotrin diolamine (USAN),,ピコトリンジオラミン
D05476,Picumeterol fumarate (USAN),,フマル酸ピクメテロール
D05477,Pifarnine (USAN/INN),,ピファルニン
D05478,Pilocarpine nitrate (USP); Pilagan (TN),,硝酸ピロカルピン
D05479,Pimagedine hydrochloride (USAN); Aminoguanidine hydrochloride,,塩酸ピマゲジン
D05480,Pimecrolimus (JAN/USAN/INN); Elidel (TN),,ピメクロリムス
D05481,Pimetine hydrochloride (USAN),,ピメチン塩酸塩
D05482,Pinacidil (USAN); Pinacidil hydrate; Pindac (TN),,ピナシジル
D05483,Pinadoline (USAN),,ピナドリン
D05484,Pipazethate (USAN); Pipazetate (INN),,ピパゼタート
D05485,Piperamide maleate (USAN),,マレイン酸ピペラミド
D05486,Piperazine edetate calcium (USAN/INN),,エデト酸カルシウムピペラジン
D05487,Piposulfan (USAN/INN); Ancyte (TN),,ピポスルファン
D05488,Pipoxolan hydrochloride (USAN); Rowapraxin (TN),,ピポキソラン塩酸塩
D05489,Piprozolin (USAN/INN); Probkin (TN),,ピプロゾリン
D05490,Piquizil hydrochloride (USAN),,ピキジル塩酸塩
D05491,Pirandamine hydrochloride (USAN),,ピランダミン塩酸塩
D05492,Pirazmonam sodium (USAN),,ピラズモナムナトリウム
D05493,Pirazolac (USAN/INN),,ピラゾラク
D05494,Pirbenicillin sodium (USAN),,ピルベニシリンナトリウム
D05495,Pirenperone (USAN/INN),,ピレンペロン
D05496,Piridicillin sodium (USAN),,ピリジシリンナトリウム
D05497,Piridronate sodium (USAN),,ピリドロナートナトリウム
D05498,Piriprost (USAN/INN),,ピリプロスト
D05499,Piriprost potassium (USAN),,ピリプロストカリウム
D05500,Piritrexim isethionate (USAN),,ピリトレキシムイセチオナート
D05501,Pirlimycin hydrochloride (USAN); Pirlimycin hydrochloride hydrate (JAN),,ピルリマイシン塩酸塩水和物
D05502,Pirmagrel (USAN/INN); CGS 13080,,ピルマグレル
D05503,Pirnabine (USAN),,ピルナビン
D05504,Piroctone (USAN/INN),,ピロクトン
D05505,Piroctone olamine (USAN); Octopirox (TN),,ピロクトンオラミン
D05506,Pirodavir (USAN/INN),,ピロダビル
D05507,Pirogliride tartrate (USAN),,酒石酸ピログリリド
D05508,Pirolate (USAN/INN),,ピロラート
D05509,Pirolazamide (USAN/INN),,ピロラザミド
D05510,Piroxantrone hydrochloride (USAN),,ピロキサントロン塩酸塩
D05511,Piroxicam betadex (USAN),,ピロキシカムベータデクス
D05512,Piroxicam cinnamate (USAN),,ケイ皮酸ピロキシカム
D05513,Piroxicam olamine (USAN),,ピロキシカムオラミン
D05514,Piroximone (USAN),,ピロキシモン
D05515,Pirprofen (USAN/INN),,ピルプロフェン
D05516,Pirquinozol (USAN/INN),,ピルキノゾール
D05517,Pirsidomine (USAN/INN),,ピルシドミン
D05518,Pirtenidine hydrochloride (USAN),,ピルテニジン塩酸塩
D05519,"Pituitary, posterior; Pituitrin (TN)",,下垂体後葉製剤
D05520,Pivampicillin pamoate (USAN),,ピバンピシリンパモ酸塩
D05521,Pivampicillin probenate (USAN),,ピバンピシリンプロベナート
D05522,Pixantrone (USAN/INN); Pixuvri (TN),,ピクサントロン
D05523,Pizotyline (USAN); Pizotifen (INN); Sandomigran (TN),,ピゾチフェン
D05524,Plague vaccine,,ペストワクチン
D05525,Plantago seed (JP18/USP); Ispaghula; Plantago seed (TN),シャゼンシ,シャゼンシ
D05526,Plasma protein fraction (USP); Human plasma protein fraction; Plasmanate; Plasma plex (TN),献血アルブミネート,加熱人血血漿たん白
D05527,Platelet concentrate (USP); PC,,血小板濃縮
D05528,Pleconaril (USAN/INN),,プレコナリル
D05529,Podofilox (USAN); Podophyllotoxin (BAN); Condylox (TN),,ポドフィロックス
D05530,Podophyllum (USP); Podophylum rhizome,,ポドフィルム
D05531,"Poison ivy extract, alum precipitated (USAN); Alum precipitated poison ivy extract; Rhus tox antigen (TN)",,ミョウバン沈殿ツタウルシエキス
D05532,Poison oak extract (USAN),,ウルシエキス
D05533,Polacrilin (USAN),,ポラクリリン
D05534,Polacrilin potassium (NF); Amberlite IRP88 resin (TN),,ポラクリリンカリウム
D05535,Poldine methylsulfate (USAN); Poldine metilsulfate,,メチル硫酸ポルジン
D05536,Policapram (USAN/INN),,ポリカプラム
D05537,Polifeprosan 20 (USAN); Polifeprosan,,ポリフェプロサン20
D05538,Mozenavir (INN),,モゼナビル
D05539,Poligeenan (USAN/INN),,ポリゲエナン
D05540,Poliglecaprone 25 (USAN); Poliglecaprone 90 (USAN); Poliglecaprone (INN),,ポリグレカプロン25
D05541,Poliglusam (USAN/INN),,ポリグルサム
D05542,Polignate sodium (USAN),,ポリグナートナトリウム
D05543,Poliovirus vaccine inactivated (USP); Ipol (TN),イモバックスポリオ,不活化ポリオウイルスワクチン
D05544,Live oral polimyelitis vaccine (JAN); Poliovirus vaccine live oral; Orimune (TN),,経口生ポリオワクチン
D05545,Polipropene 25 (USAN),,ポリプロペン25
D05546,Polixetonium chloride (USAN/INN),,塩化ポリキセトニウム
D05547,Poloxalene (USP/INN); Therabloat (TN),,ポロキサレン
D05548,Polybutester (USAN); Novafil (TN),,ポリブトエステル
D05549,Polybutilate (USAN),,ポリブチラート
D05550,Polydextrose (NF),,ポリデキストロース
D05551,Kasal (USAN),,カサール
D05552,Polydioxanone (USAN); PDS II (TN),,ポリジオキサノン
D05553,Polyethadene (USAN),,ポリエタデン
D05554,Polyethylene glycol monomethyl ester (NF); Methoxy polyethylene glycol; Carbowax sentry methoxypolyethylene glycol (TN),,ポリエチレングリコールモノメチルエステル
D05555,Polyferose (USAN); Jefron (TN),,ポリフェロース
D05556,Polyglactin 370 (USAN); Polyglactin,,ポリグラチン370
D05557,Polyglycolic acid (USAN/INN); Dexon (TN),,ポリグリコール酸
D05558,Polyglyconate (USAN); Maxon (TN),,ポリグリコナート
D05559,Polymetaphosphate P 32 (USAN),,ポリメタリン酸
D05560,Polyoxyl 10 oleyl ether (NF); Brij 96 (TN),,ポリオキシエチレンオレイルエーテル
D05561,Polyoxyl 20 cetostearyl ether (NF),,ポリオキシル20セトステアリルエーテル
D05562,Polyoxyl 35 castor oil (NF); Emulphor EL620; Cremophor EL (TN),,ポリオキシル35ヒマシ油
D05563,Polyoxyl 40 hydrogenated castor oil (NF); Cremophor RH40 (TN),,ポリオキシル40硬化ヒマシ油
D05564,Polyoxypropylene 15 stearyl ether (USAN); Arlamol E (TN),,ポリオキシプロピレン15ステアリルエーテル
D05565,Polysorbate 20 (NF); Polysorbate (INN); Tween 20 (TN),,ポリソルベート20
D05566,Polysorbate 40 (NF); Polysorbate (INN); Tween 40 (TN),,ポリソルベート40
D05567,Polysorbate 60 (NF); Polysorbate (INN); Tween 60 (TN),,ポリソルベート60
D05568,Polysorbate 65 (NF); Polysorbate (INN); Tween 65 (TN),,ポリソルベート65
D05569,Polysorbate 85 (NF); Polysorbate (INN); Tween 85 (TN),,ポリソルベート85
D05570,Polyurethane foam (USAN); Ostamer (TN),,ポリウレタンフォーム
D05571,Polyvinyl acetate phthalate (NF),,ポリビニルアセタートフタレート
D05572,Porfiromycin (USAN/INN),,ポルフィロマイシン
D05574,"Potash, sulfurated (USP); Sulfurated potash",,含硫カリ
D05575,Pramipexole (USAN/INN),,プラミペキソール
D05576,Potassium benzoate (NF),,安息香酸カリウム
D05577,Potassium chloride K 42 (USAN),,塩化カリウム
D05578,Potassium citrate (USP); Urocit-K (TN),,クエン酸カリウム
D05579,Potassium glucaldrate (USAN/INN); Aciquel (TN),,グルカルドラートカリウム
D05580,Potassium guaiacolsulfonate (USP); Potassium guaiacolsulfonate hydrate,,グアヤコールスルホン酸カリウム水和物
D05581,Potassium metabisulfite (NF),,ピロ亜硫酸カリウム
D05582,Potassium metaphosphate (NF),,メタリン酸カリウム
D05583,Potassium sodium tartrate (USP),,酒石酸カリウムナトリウム
D05584,Povidone I 125 (USAN),,ポビドン
D05585,Povidone I 131 (USAN),,ポビドン
D05587,Practolol (USAN),,プラクトロール
D05588,Pradefovir mesylate (USAN),,プラデフォビルメシラート
D05589,Pralatrexate (JAN/USAN/INN); 10-Propargyl-10-deazaaminopterin; Folotyn (TN),ジフォルタ,プララトレキサート
D05590,Pralidoxime mesylate (USAN),,メシル酸プラリドキシム
D05591,Plauracin (USAN/INN),,プラウラシン
D05592,Pramiracetam hydrochloride (USAN); Amacetam hydrochloride,,プラミラセタム塩酸塩
D05593,Pramiracetam sulfate (USAN); Amacetam sulfate,,プラミラセタム硫酸塩
D05594,Pramlintide (USAN/INN),,プラムリンチド
D05595,Pramlintide acetate (USAN); Symlin (TN),,酢酸プラムリンチド
D05596,Pranolium chloride (USAN/INN),,塩化プラノリウム
D05597,Prasugrel hydrochloride (JAN/USAN); Effient (TN),エフィエント,プラスグレル塩酸塩
D05598,Pravadoline maleate (USAN),,マレイン酸プラバドリン
D05599,Prazarelix acetate (USAN),,プラザレリクスアセタート
D05600,Prednazate (USAN/INN),,プレドナザート
D05601,Prednicarbate (USP/INN); Dermatop (TN),,プレドニカルバート
D05602,Prednimustine (USAN/INN),,プレドニムスチン
D05603,Prednival (USAN),,プレドニバール
D05604,Pregnenolone succinate (USAN),,コハク酸プレグネノロン
D05605,Premafloxacin (USAN/INN),,プレマフロキサシン
D05606,Prenalterol hydrochloride (USAN),,プレナルテロール塩酸塩
D05607,Prezatide copper acetate (USAN/INN); Iamin (TN),,酢酸プレザチド銅
D05608,Pridefine hydrochloride (USAN),,プリデフィン塩酸塩
D05609,Prifelone (USAN/INN),,プリフェロン
D05610,Priliximab (USAN/INN),,プリリキシマブ
D05611,Prinomide tromethamine (USAN),,プリノミドトロメタミン
D05612,Prinoxodan (USAN/INN),,プリノキソダン
D05613,Prizidilol hydrochloride (USAN),,プリジジロール塩酸塩
D05614,Proadifen hydrochloride (USAN),,プロアジフェン塩酸塩
D05615,Probicromil calcium (USAN),,プロビクロミルカルシウム
D05616,Procinonide (USAN/INN),,プロシノニド
D05617,Proclonol (USAN/INN),,プロクロノール
D05618,Prodilidine hydrochloride (USAN),,プロジリジン塩酸塩
D05619,Prodolic acid (USAN/INN),,プロドール酸
D05620,Profadol hydrochloride (USAN); Centrac (TN),,プロファドール塩酸塩
D05621,Progabide (USAN/INN); Gabren (TN),,プロガビド
D05622,Proinsulin human (USAN),,ヒトプロインスリン
D05623,Prolintane hydrochloride (USAN),,プロリンタン塩酸塩
D05624,Potassium citrate and sodium citrate hydrate; Uralyt (TN),ウラリット,クエン酸カリウム・クエン酸ナトリウム水和物
D05625,Propane (NF),,プロパン
D05626,Propanidid (USAN/INN); Epontol (TN),,プロパニジド
D05627,Propatyl nitrate (USAN); Propatylnitrate (INN); Etrynit (TN),,硝酸プロパチル
D05628,Propenzolate hydrochloride (USAN),,プロペンゾラート塩酸塩
D05629,Propikacin (USAN),,プロピカシン
D05630,Propiolactone (USAN/INN); Betaprone (TN),,プロピオラクトン
D05631,Propiram fumarate (USAN); Dirame (TN),,フマル酸プロピラム
D05632,Propoxyphene napsylate (USAN); Darvon-N (TN),,プロポキシフェンナプシレート
D05633,Propylene carbonate (NF),,プロピレンカーボネート
D05634,Propylene glycol alginate (NF),,アルギン酸プロピレングリコールエステル
D05635,Propylene glycol diacetate,,プロピレングリコールジアセテート
